ParticipantId,gender,Experimental_condition,wave,round,position,order,match,int_corr,samerace,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field_cd,imprace,imprelig,income,goal,date,go_out,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,dec,attr,sinc,intel,fun,amb,shar,like,prob
245,1,1,10,9,5,3,0,0.18,0,26,10,30,30,10,10,10,0,5,7,6,5,6,3,6,4,2,32,7,1,6,,4,5,2,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,,1,8,7,8,7,7,4,8,3
245,1,1,10,9,9,7,0,0.11,0,29,90,2,2,2,2,2,0,4,7,10,7,8,5,6,4,2,32,7,1,6,,4,5,2,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,,1,9,8,7,7,6,4,8,4
245,1,1,10,9,4,2,0,0.73,0,26,20,20,25,20,5,10,0,3,2,6,2,2,7,3,4,2,32,7,1,6,,4,5,2,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,2,,0,9,8,8,7,7,6,7,2
246,1,1,10,9,8,2,0,0.44,0,22,20,20,20,10,10,20,0,4,8,7,5,6,2,4,1,,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,0,3,6,7,,,,5,5
246,1,1,10,9,1,4,0,0.44,1,23,15,15,20,20,20,10,0,3,7,5,4,4,4,3,2,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,6,3,5,5,,4,4,3
246,1,1,10,9,2,5,0,0.26,0,24,15,20,15,20,15,15,0,4,7,5,5,7,7,6,6,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,0,2,3,,2,,4,4,3
246,1,1,10,9,3,6,0,0.24,1,34,10,20,20,20,20,10,0,2,6,5,2,3,2,3,2,,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,0,3,7,7,4,,5,5,3
246,1,1,10,9,7,1,0,0.46,1,27,15,20,20,15,15,15,0,7,9,9,9,10,6,7,8,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,6,6,7,,,5,7,3
246,1,1,10,9,6,9,0,0.52,1,34,10,25,20,20,5,20,0,5,9,7,7,5,6,7,6,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,5,5,6,5,,6,6,5
246,1,1,10,9,5,8,0,-0.25,0,26,10,30,30,10,10,10,0,4,4,4,5,5,4,5,2,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,5,7,7,7,5,5,7,6
246,1,1,10,9,9,3,0,0.14,0,29,90,2,2,2,2,2,0,4,9,8,6,6,4,6,5,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,8,5,6,7,,5,5,5
246,1,1,10,9,4,7,1,0.33,0,26,20,20,25,20,5,10,1,4,8,8,6,,,6,6,2,25,10,7,1,41476.00,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,3,,1,8,7,7,7,5,,7,5
247,1,1,10,9,8,9,0,-0.2,0,22,20,20,20,10,10,20,0,3,7,9,2,9,,,1,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,3,7,5,5,4,4,6,6
247,1,1,10,9,1,2,0,-0.63,0,23,15,15,20,20,20,10,0,3,8,7,5,5,2,4,3,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,8,7,7,7,2,3,7,6
247,1,1,10,9,2,3,0,-0.14,1,24,15,20,15,20,15,15,0,3,7,7,4,7,3,6,7,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,0,7,7,5,3,7,3,3,3
247,1,1,10,9,3,4,0,0.27,0,34,10,20,20,20,20,10,0,6,9,8,6,8,2,5,5,,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,5,6,8,5,6,3,6,6
247,1,1,10,9,7,8,0,-0.14,0,27,15,20,20,15,15,15,0,5,8,8,5,7,5,6,6,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,6,7,7,6,5,3,6,5
247,1,1,10,9,6,7,0,0.02,0,34,10,25,20,20,5,20,0,6,8,8,5,6,7,6,7,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,5,8,6,5,4,7,7,7
247,1,1,10,9,5,6,0,-0.06,1,26,10,30,30,10,10,10,0,4,5,5,4,7,3,4,2,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,6,6,4,8,3,4,7,7
247,1,1,10,9,9,1,0,-0.15,1,29,90,2,2,2,2,2,0,5,10,10,9,6,7,8,6,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,5,6,5,5,4,3,5,6
247,1,1,10,9,4,5,0,-0.01,0,26,20,20,25,20,5,10,0,1,7,6,2,2,3,2,3,2,25,10,1,1,,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,6,,1,8,6,6,6,3,5,7,5
248,1,1,10,9,8,3,0,0.23,1,22,20,20,20,10,10,20,0,5,6,6,8,6,2,6,3,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,0,5,7,8,6,7,3,7,4
248,1,1,10,9,1,5,1,0.04,0,23,15,15,20,20,20,10,1,7,6,6,8,7,7,7,4,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,1,7,8,6,8,6,4,8,6
248,1,1,10,9,2,6,0,-0.03,0,24,15,20,15,20,15,15,1,7,5,6,8,9,6,7,7,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,0,6,6,9,6,7,4,6,4
248,1,1,10,9,3,7,0,0.15,0,34,10,20,20,20,20,10,1,7,8,7,6,6,8,7,6,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,0,6,7,7,6,6,3,6,4
248,1,1,10,9,7,2,0,0.14,0,27,15,20,20,15,15,15,1,9,8,9,8,9,7,8,7,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,0,6,8,7,7,6,3,7,5
248,1,1,10,9,6,1,0,0.15,0,34,10,25,20,20,5,20,1,8,8,7,8,9,6,8,4,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,0,6,7,8,6,3,4,6,4
248,1,1,10,9,5,9,0,0.09,0,26,10,30,30,10,10,10,0,5,4,5,7,6,5,6,4,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,1,6,7,7,8,7,5,7,6
248,1,1,10,9,9,4,1,0.17,0,29,90,2,2,2,2,2,1,10,6,8,9,7,5,7,6,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,1,6,7,7,8,7,5,7,6
248,1,1,10,9,4,8,1,0.16,0,26,20,20,25,20,5,10,1,5,3,6,7,10,3,7,6,2,27,8,1,1,49841.00,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,6,,1,8,7,7,6,6,5,8,5
249,1,1,10,9,8,5,0,0.3,1,22,20,20,20,10,10,20,0,4,8,7,8,9,8,7,5,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,9,9,8,9,7,9,9,8
249,1,1,10,9,1,7,0,0.31,0,23,15,15,20,20,20,10,0,2,5,5,2,5,2,2,2,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,9,8,9,9,6,7,9,8
249,1,1,10,9,2,8,0,0.47,0,24,15,20,15,20,15,15,0,4,7,7,5,9,4,5,6,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,0,9,9,9,6,7,5,7,6
249,1,1,10,9,3,9,0,-0.09,0,34,10,20,20,20,20,10,0,3,7,8,4,3,2,2,0,,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,0,6,9,8,7,8,6,2,6
249,1,1,10,9,7,4,0,0.2,0,27,15,20,20,15,15,15,0,6,8,9,8,10,6,7,6,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,9,9,8,9,8,9,9,8
249,1,1,10,9,6,3,0,0.32,0,34,10,25,20,20,5,20,0,6,8,8,6,8,5,6,7,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,0,6,7,6,5,5,5,6,4
249,1,1,10,9,5,2,0,-0.18,0,26,10,30,30,10,10,10,0,5,5,6,5,7,6,6,3,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,8,9,8,10,9,10,9,6
249,1,1,10,9,9,6,0,0.19,0,29,90,2,2,2,2,2,0,5,8,9,6,10,5,6,6,2,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,2,9,7,9,9,9,8,7
249,1,1,10,9,4,1,0,0.27,0,26,20,20,25,20,5,10,0,3,5,,6,10,,4,5,1,33,8,2,7,,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,5,,1,9,8,9,9,7,8,9,7
250,1,1,10,9,8,1,0,0.66,1,22,20,20,20,10,10,20,1,7,5,8,5,8,7,5,3,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,0,5,10,6,7,7,4,5,6
250,1,1,10,9,1,3,0,0.65,0,23,15,15,20,20,20,10,0,3,7,7,6,9,5,5,4,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,9,10,7,9,7,7,9,9
250,1,1,10,9,2,4,0,0.39,0,24,15,20,15,20,15,15,1,7,6,7,6,7,8,7,8,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,0,3,8,5,4,4,4,4,6
250,1,1,10,9,3,5,1,0.6,0,34,10,20,20,20,20,10,1,6,8,10,8,10,9,8,9,,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,6,10,8,7,7,6,6,9
250,1,1,10,9,7,9,1,0.81,0,27,15,20,20,15,15,15,1,9,8,9,9,10,10,9,8,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,8,8,8,9,7,8,8,9
250,1,1,10,9,6,8,0,0.6,0,34,10,25,20,20,5,20,1,7,8,9,7,8,7,7,5,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,0,5,8,7,6,6,5,5,9
250,1,1,10,9,5,7,1,-0.38,0,26,10,30,30,10,10,10,1,7,5,5,6,5,7,6,5,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,6,7,7,8,9,7,7,10
250,1,1,10,9,9,2,1,0.76,0,29,90,2,2,2,2,2,1,8,6,10,9,10,9,8,7,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,8,10,8,8,8,8,8,9
250,1,1,10,9,4,6,1,0.67,0,26,20,20,25,20,5,10,1,7,7,7,6,9,7,7,6,2,25,6,1,1,,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,7,,1,7,8,7,8,7,8,7,9
251,1,1,10,9,8,8,0,-0.12,1,22,20,20,20,10,10,20,1,5,8,7,4,,5,6,4,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,8,8,8,6,9,,7,4
251,1,1,10,9,1,1,0,0.11,0,23,15,15,20,20,20,10,0,5,9,8,7,8,5,5,6,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,1,8,9,8,8,8,,8,8
251,1,1,10,9,2,2,0,0.39,0,24,15,20,15,20,15,15,0,5,6,6,7,5,5,7,7,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,4,8,7,3,8,,3,6
251,1,1,10,9,3,3,0,0.14,0,34,10,20,20,20,20,10,0,2,10,10,5,,,5,4,,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,6,8,8,6,,,6,6
251,1,1,10,9,7,7,0,0.03,0,27,15,20,20,15,15,15,0,6,8,8,6,7,6,6,6,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,5,8,7,4,8,8,5,6
251,1,1,10,9,6,6,0,0.37,0,34,10,25,20,20,5,20,0,5,7,8,6,6,7,6,6,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,7,8,8,6,6,,7,6
251,1,1,10,9,5,5,0,0.28,0,26,10,30,30,10,10,10,0,5,5,5,4,4,3,5,2,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,7,8,7,5,8,,5,6
251,1,1,10,9,9,9,0,-0.01,0,29,90,2,2,2,2,2,0,7,7,9,6,8,5,6,4,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,0,7,8,7,6,7,,7,5
251,1,1,10,9,4,4,1,0.44,0,26,20,20,25,20,5,10,1,3,6,7,5,3,7,6,6,2,33,7,2,2,,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,5,,1,8,9,8,8,8,8,8,7
252,0,2,11,21,18,10,0,0.37,0,29,30,25,18,18,4,5,0,4,8,8,7,6,3,6,2,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,6,6,7,6,5,2,6,8
252,0,2,11,21,18,12,1,0.47,1,24,30,10,20,20,10,10,1,7,9,8,9,8,7,9,10,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,4,5,6,6,6,6,6,8
252,0,2,11,21,18,4,0,0.38,0,21,25,10,25,5,10,25,1,7,8,8,6,6,7,7,7,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,7,6,9,4,9,3,2,4
252,0,2,11,21,18,17,0,0.34,0,26,24,16,28,14,8,10,1,6,9,8,7,9,8,8,7,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,2,4,5,5,5,1,3,3
252,0,2,11,21,18,18,0,-0.11,0,25,60,20,0,20,0,0,0,6,8,7,6,,,6,1,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,2,1,1,1,9,5,1,2
252,0,2,11,21,18,11,0,0.64,0,32,25,15,20,25,10,5,1,7,7,8,7,8,8,8,5,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,2,8,1,8,1,2,8
252,0,2,11,21,18,13,0,-0.09,0,25,27,15,28,10,10,10,0,6.5,8,9,10,8,4,3,6,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,4,2,5,1,8,7,6,8
252,0,2,11,21,18,3,0,0.45,0,25,25,20,30,15,5,5,0,7,8,7,7,8,5,5,2,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,9,8,1,3,1,2,8
252,0,2,11,21,18,1,0,0.53,0,27,20,20,20,15,5,20,1,10,8,8,8,5,5,8,6,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,4,6,8,6,6,10,4,8
252,0,2,11,21,18,21,0,-0.15,0,23,25,15,20,20,10,10,1,7,7,7,7,8,7,7,2,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,2,5,7,5,1,1,4
252,0,2,11,21,18,20,0,-0.02,0,27,50,10,10,10,10,10,1,9,9,9,9,9,9,9,9,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,6,1,5,1,1,1,1,2
252,0,2,11,21,18,2,0,0.54,0,27,25,20,25,20,10,0,0,7,7,,7,,,7,3,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,2,4,4,1,7,2,3,4
252,0,2,11,21,18,15,0,0.11,0,24,20,20,25,25,5,5,1,5,5,5,5,4,4,4.5,8,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,1,6,1,5,1,1,5
252,0,2,11,21,18,5,0,0.11,0,22,10,15,25,15,15,20,0,9,8,8,7,9,,4,3,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,4,9,3,2,4,1,2,4
252,0,2,11,21,18,6,0,0.5,0,22,35,40,5,5,7,8,1,7,7,7,7,6,,6,6,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,2,3,1,5,8,1,5
252,0,2,11,21,18,7,0,0.34,0,27,20,20,15,25,10,10,0,4,6,5,8,5,5,5,3,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,1,6,5,1,6,4,1,5
252,0,2,11,21,18,8,0,0.09,0,28,20,30,10,20,0,20,0,7,6,6,5,7,2,5,3,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,2,6,6,7,6,3,3,8
252,0,2,11,21,18,16,0,0.31,0,34,30,10,30,10,5,15,0,8,7,6,5,4,4,3,3,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,4,2,7,1,7,1,1,2
252,0,2,11,21,18,9,1,-0.16,0,27,20,20,15,15,12,18,1,6,10,8,9,8,7,7,6,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,1,7,9,2,9,2,2,8
252,0,2,11,21,18,19,0,0.11,0,28,20,18,20,17,10,15,0,6,10,6,6,6,5,7,7,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,1,8,1,8,1,8,1,6,3
252,0,2,11,21,18,14,0,0.47,1,28,23,18,21,18,10,10,1,8,8,7,8,7,8,8,8,2,28,13,1,1,,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,10,,0,2,8,8,3,8,1,2,6
253,0,2,11,21,4,17,0,0.43,0,29,30,25,18,18,4,5,0,1,7,8,5,7,4,3,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,5,6,7,6,7,5,5,6
253,0,2,11,21,4,19,1,0.5,0,24,30,10,20,20,10,10,1,5,6,8,7,7,8,6,7,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,6,7,7,7,7,8,7,7
253,0,2,11,21,4,11,0,0.29,0,21,25,10,25,5,10,25,1,6,6,7,5,6,7,6,7,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,6,7,7,5,6,5,6,5
253,0,2,11,21,4,3,0,0.58,0,26,24,16,28,14,8,10,0,4,7,7,2,6,3,5,4,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,6,6,7,6,7,4,6,5
253,0,2,11,21,4,4,0,0.13,0,25,60,20,0,20,0,0,0,5,7,7,5,6,,6,1,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,7,8,8,7,5,8,7
253,0,2,11,21,4,18,0,0.68,0,32,25,15,20,25,10,5,0,5,7,7,5,8,3,5,3,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,5,6,6,5,7,6,6,5
253,0,2,11,21,4,20,0,0.27,0,25,27,15,28,10,10,10,0,4,7,7,4,6,4,3,4,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,6,7,7,8,6,7,6
253,0,2,11,21,4,10,0,0.49,0,25,25,20,30,15,5,5,0,2,7,7,3,7,2,4,4,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,5,6,7,4,5,6,5,5
253,0,2,11,21,4,8,0,0.6,0,27,20,20,20,15,5,20,0,3,6,8,4,5,4,4,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,7,7,7,6,8,7,7
253,0,2,11,21,4,7,0,-0.41,0,23,25,15,20,20,10,10,0,6,6,9,6,,6,7,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,7,7,7,7,7,7,6
253,0,2,11,21,4,6,0,-0.29,1,27,50,10,10,10,10,10,0,3,3,3,6,6,1,1,1,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,4,8,8,5,6,4,5,5
253,0,2,11,21,4,9,0,0.75,0,27,25,20,25,20,10,0,0,2,5,,3,,,2,1,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,7,7,7,7,6,8,6
253,0,2,11,21,4,1,1,0.01,0,24,20,20,25,25,5,5,1,5,5,5,4,4,4,4.5,8,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,6,8,8,6,7,6,7,7
253,0,2,11,21,4,12,0,0.13,0,22,10,15,25,15,15,20,0,6,,,,,,3,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,6,7,6,6,7,5,6,5
253,0,2,11,21,4,13,0,0.26,1,22,35,40,5,5,7,8,0,4,7,6,4,4,,4,5,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,5,5,6,5,5,6,5,5
253,0,2,11,21,4,14,0,0.29,0,27,20,20,15,25,10,10,0,3,6,6,4,4,5,4,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,5,5,6,5,6,8,6,6
253,0,2,11,21,4,15,0,0.13,1,28,20,30,10,20,0,20,0,2,3,6,2,6,2,3,2,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,7,7,7,7,7,8,8,6
253,0,2,11,21,4,2,0,0.4,0,34,30,10,30,10,5,15,0,2,5,6,5,5,4,4,3,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,6,7,7,5,7,4,5,4
253,0,2,11,21,4,16,0,0.09,1,27,20,20,15,15,12,18,1,5,9,8,7,6,6,7,7,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,4,7,7,6,8,6,6,6
253,0,2,11,21,4,5,0,-0.04,0,28,20,18,20,17,10,15,1,4,10,8,6,7,7,8,6,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,0,5,7,6,6,7,7,6,6
253,0,2,11,21,4,21,0,0.38,0,28,23,18,21,18,10,10,0,4,6,7,6,5,8,6,6,2,33,3,1,1,,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,7,,1,5,7,6,6,6,5,7,6
254,0,2,11,21,12,4,0,0.62,1,29,30,25,18,18,4,5,1,8,8,9,7,8,5,8,3,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,6,6,6,2,5,2,4,5
254,0,2,11,21,12,6,0,0.33,0,24,30,10,20,20,10,10,0,6,7,10,6,9,3,5,8,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,4,3,3,3,4,2,3,3
254,0,2,11,21,12,19,0,0.34,1,21,25,10,25,5,10,25,1,5,5,6,6,5,6,5,6,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,8,7,6,5,4,3,4,4
254,0,2,11,21,12,11,0,0.49,1,26,24,16,28,14,8,10,0,3,8,10,3,6,4,5,6,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,1,8,7,6,5,5,3,7,5
254,0,2,11,21,12,12,0,0.19,1,25,60,20,0,20,0,0,0,6,7,7,6,,,7,2,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,1,9,5,8,7,5,4,8,5
254,0,2,11,21,12,5,0,0.74,1,32,25,15,20,25,10,5,0,6,6,8,7,8,3,6,3,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,4,5,5,2,5,2,3,4
254,0,2,11,21,12,7,0,0.39,1,25,27,15,28,10,10,10,0,6,5,8,7,8,4,3,6,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,1,9,8,8,6,8,4,8,5
254,0,2,11,21,12,18,0,0.48,1,25,25,20,30,15,5,5,0,3,7,8,6,6,6,3,1,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,5,5,7,3,6,3,5,5
254,0,2,11,21,12,16,0,0.52,1,27,20,20,20,15,5,20,1,6,5,7,6,5,5,7,4,2,22,7,8,3,37240.00,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,6,,0,6,3,4,2,4,2,3,3
